""	"title"	"geo_accession"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"treatment_protocol_ch1"	"growth_protocol_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"extract_protocol_ch1.1"	"extract_protocol_ch1.2"	"taxid_ch1"	"data_processing"	"data_processing.1"	"data_processing.2"	"platform_id"	"contact_name"	"contact_email"	"contact_institute"	"contact_address"	"contact_city"	"contact_zip.postal_code"	"contact_country"	"data_row_count"	"instrument_model"	"library_selection"	"library_source"	"library_strategy"	"relation"	"relation.1"	"supplementary_file_1"	"age.ch1"	"embryo.ch1"	"genotype.ch1"	"tissue.ch1"
"GSM2930039"	"Mouse embryo cell EB_995"	"GSM2930039"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x CAST/EiJ (M)"	"age: embryonic day 5.5"	"embryo: embryo 13"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349992"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551986"	"NONE"	"embryonic day 5.5"	"embryo 13"	"C57BL/6J (F) x CAST/EiJ (M)"	"Embryo"
"GSM2930040"	"Mouse embryo cell EB_130"	"GSM2930040"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349991"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551987"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930041"	"Mouse embryo cell EB_132"	"GSM2930041"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349990"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551988"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930042"	"Mouse embryo cell EB_131"	"GSM2930042"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349989"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551989"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930043"	"Mouse embryo cell EB_137"	"GSM2930043"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349988"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551990"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930044"	"Mouse embryo cell EB_133"	"GSM2930044"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349987"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551991"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930045"	"Mouse embryo cell EB_134"	"GSM2930045"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349986"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551992"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930046"	"Mouse embryo cell EB_139"	"GSM2930046"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349985"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551993"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930047"	"Mouse embryo cell EB_140"	"GSM2930047"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349984"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551994"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930048"	"Mouse embryo cell EB_136"	"GSM2930048"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349983"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551995"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930049"	"Mouse embryo cell EB_141"	"GSM2930049"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349982"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551996"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930050"	"Mouse embryo cell EB_135"	"GSM2930050"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349981"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551997"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930051"	"Mouse embryo cell EB_142"	"GSM2930051"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08349980"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551998"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930052"	"Mouse embryo cell EB_143"	"GSM2930052"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350073"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3551999"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
"GSM2930053"	"Mouse embryo cell EB_145"	"GSM2930053"	"Public on Feb 04 2019"	"Jan 11 2018"	"Feb 04 2019"	"SRA"	"1"	"Embryo"	"Mus musculus"	"genotype: C57BL/6J (F) x C57BL/6J (M)"	"age: embryonic day 6.25"	"embryo: embryo 4"	"tissue: Embryo"	"Embryos were dissected from decidua shelled out from uterus. Attached basement membrane and ectoplacental core were carefully removed and fine dissected embryos with visceral endoderm (VE), extraembryonic endoderm (ExE) and epiblast were washed twice with DMEM medium."	"We designed three types of mice crossing: 1) C57BL/6J (C57) female mice mated to C57 male mice; 2) CAST/EiJ (CAST) female mice mated to C57 male mice; 3) C57 female mice mated to CAST male mice. The embryos were collected at embryonic day (E) 5.25, E5.5, E6.25 and E6.5."	"total RNA"	"These embryos were dissociated in TrypLE (Life technologies) for 15mins through trituration and single cells were manually picked with fine glass capillaries dispensing in lysis buffer."	"Libraries generated for sequencing was carried out on Illumina sequencer based on Smart-seq2 protocol."	"RNA libraries were prepared for sequencing using standard Illumina protocols"	"10090"	"The sequencing fregments were aligned to the mm10 genome assembly using STAR."	"Genome_build: mm10"	"Supplementary_files_format_and_content: tab-delimited text files include \"\"Read counts\"\" and RPKM values for each Sample"	"GPL13112"	"Shangli,,Cheng"	"shangli.cheng@ki.se"	"Karolinska Institutet"	"Nobels väg 3, Solna"	"Stockholm"	"17177"	"Sweden"	"0"	"Illumina HiSeq 2000"	"cDNA"	"transcriptomic"	"RNA-Seq"	"BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08350072"	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3552000"	"NONE"	"embryonic day 6.25"	"embryo 4"	"C57BL/6J (F) x C57BL/6J (M)"	"Embryo"
